Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
"It is not death , that most people are afraid of it is getting to the end of life only to realize that you never truly ",0,0,0,1,0,0,1,0,0,0,0
"Revitalize clevelandhustles daunting task , hustle",0,0,0,0,0,0,0,0,0,0,0
"Understandable hard when he has zero offense behind him , and only a few wins since the all-star break",0,0,1,0,0,0,0,1,0,0,0
"Be strong , independant and practical stop living in your world of fantasy snap out of it the faster u get used to the reality , the better",0,1,0,0,0,0,1,0,0,0,1
First a coat now a pair of sunglasses next it shall be a limb lost,1,0,1,0,0,0,0,0,1,0,0
I got a super speeder and lost my license for 6 months,1,0,1,0,0,0,0,0,1,1,0
"Well , this is cheery mrrobot",0,0,0,0,1,0,0,0,0,0,0
Is this the krusty krab no this is crippling depression,0,0,0,0,0,0,0,0,1,0,0
Follow this amazing australian author fiction horror zombies angels demons vampires werewolves follow authorlove,0,0,0,1,1,0,0,0,0,0,0
"I do not like pineapple i only eat them on pizza , they lose the sting when they get cooked",0,0,1,0,0,0,0,0,0,0,0
"As a historic evangelical , i wonder if the donatists had a point what dreadful clergy in my fmr circles",0,0,1,0,0,0,0,0,0,0,0
"What is up w the gender bias indignant this fancypants saddler is daughter will opt for the leather jacket , thank you very much",1,0,0,0,0,0,0,1,0,0,0
"How can i tell happy anniversary , when u are not  bitter ampalaya paitpaitanangpeg",0,0,1,0,0,0,0,0,1,0,0
The apocalypse has hit our gym and it is nothing what i thought it would be  everyone is wearing vests what if it is contagious,1,0,0,1,0,0,0,0,0,0,0
Goksfillyourhouseforfree should be retitled fill your house with old trash repainted  shocking junk trash,1,0,1,0,0,0,0,0,1,0,0
Well this is flipping great flipping standstill on the freeway anxiety stepofftheledge youvegottobekiddingme,1,0,0,1,1,0,1,0,0,0,0
Watch this amazing  broadcast by lively musically,0,0,0,0,1,0,1,0,0,0,0
It is not a panic situation let is be honest how shit are they we just have rooney up front,1,1,1,0,1,0,1,0,0,0,0
Hour rides make me angry sorry,1,0,1,0,0,0,0,0,0,0,0
What a sad evening clearing out all of harvey is cage and belongings now so final goodbye my little man  depressing,0,0,0,0,0,0,0,0,1,0,0
So i have decided to go talk to mr. smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,1,0,0,1,0,0,0,0,0,0,0
"Trying to think positive , and not let this situation discourage me",0,1,0,0,0,0,1,0,0,0,0
It was an amazing start to the first fall day will it be an indiansummer,0,0,0,0,1,0,0,0,0,0,0
"During the day is jovial at tribalcouncil he is a different , darker fellow still simply but smiles are few survivor",0,0,0,0,1,0,1,0,0,0,0
Bout to read this article ' Moving the conversation forward : homosexuality and christianity ' from someone in the foursquare church nervous,0,1,0,1,0,0,0,0,0,0,0
Offense can not score 3 redzone trips no points n lbs can not pull flags n i missed a flag that lead to a td dat took da league,0,0,1,0,0,0,0,0,1,0,0
Ari looks hilarious oh my g d this is too much,0,0,0,0,1,1,0,0,0,0,0
Having holiday blues wanttogobacktominehead,0,0,0,0,1,1,0,0,0,0,0
Today is proceedings and the entire process is an insult to our constituents ',1,0,1,0,0,0,0,0,0,0,0
"The world needs more laughter , more love , and a little more of you  drake",0,0,0,0,1,0,1,0,0,0,0
That hot pussy unappetizing that delight,0,0,1,0,1,0,1,0,0,0,0
Coincidentally watched ulzana is raid last night brutally indignant filmmaking,1,0,1,0,0,0,0,0,0,0,0
Ca not believe how rude your cashier was today when i was returning an item your customer service is slacking,1,0,1,0,0,0,0,0,1,0,0
"Idk why but this time around its so hard that it hurts , i already miss them all so much silly family friends nervous",0,0,0,1,0,0,0,0,1,0,0
Hearing your parent say they are proud of you elicits infinite waves of unconceivable glee,0,0,0,0,1,1,1,0,0,0,0
Paddy mcnair is our joint top scorer   yeah   that sink in haha,0,0,0,0,1,0,1,0,0,0,0
A good shorty has so much to offer and it is sad that some of you niggas do not even see it when she right in front of your face and too late,1,0,0,0,0,0,0,0,1,0,0
I am watching joyful noise for 100 time cuz i love this movie and,0,0,0,0,1,1,1,0,0,0,1
"In inter-group relationships , anger makes people think in more negative and prejudiced terms about outsiders",1,0,1,0,0,0,1,1,1,0,0
This makes me giggle with glee,0,0,0,0,1,1,1,0,0,0,0
"I am okay , dont worry i wish i would been a better kid i am trying to slow down i am sorry for letting you down",0,0,0,1,0,0,0,1,1,0,0
Srv is ' Voodoo child ' is approximately 76 times better than jimi is guitar music blues,0,1,0,0,1,0,0,0,0,0,1
"Annoys me to about the ortiz tribute too , how would the oriole fans and organization feel if yanks did that to them awful",1,0,1,0,0,0,0,0,0,0,0
My snap is andriaprebles,0,0,0,0,1,1,0,0,0,0,0
Job interview in the afternoon ek,0,1,0,1,0,0,0,0,0,0,0
Doing some testing with my current earth burst team,0,1,0,0,0,0,1,0,0,0,0
"Says teufel is 'reassigned ' within the organization before next year , but i wish it was sooner  mets thirdbasecoach terrible lgm",1,1,1,0,0,0,1,0,0,0,0
"Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape i moved away , disgusting , urghh",1,0,1,0,0,0,0,0,0,0,0
"I am practically obsessed with it , the very thought of their departure makes me feel both melancholic and grateful safe journey",0,0,0,0,1,0,0,0,1,0,0
Is the live event brock vs orton 2 this saturday on the wwe network if not it needs to be : ) wwe revenge,0,1,0,0,1,0,0,0,0,0,1
First you take the room now you wan na beat me up bully,1,0,1,0,0,0,0,0,0,0,0
Forever angry that gh ruined molly and morgan is bond/friendship,1,0,0,0,1,0,0,0,0,0,0
Rec would call 2day from haitian church we started in florida some 15yrs ago preparing to acquire their own bldg wanted me to know rejoicing,0,0,0,0,1,1,1,0,0,0,1
"Knowing how to cook is invaluable , what is even better is that even in a 400 sq ft place , i have wide and hearty homestyle egg noodles",0,0,0,0,1,0,0,0,0,0,0
Uplift if you are still discouraged it means ur listening to the wrong voices and looking to the wrong source look to the lord,0,0,0,0,0,0,1,0,0,0,0
I watch all your videos but i like madden better,0,1,0,0,1,0,1,0,0,0,1
I remember it well happy positive,0,0,0,0,1,1,1,0,0,0,0
I am still laughing ' Bitch took my pillow ' line glee kurt,0,0,0,0,1,1,0,0,0,0,0
"If payet goes either in jan or seasons end , can not say i blame him the boy must b so disheartened by what he is seeing at the mo",0,0,0,0,0,0,0,1,1,0,0
Its reflective of the current political debate awful,1,0,1,0,0,0,0,0,0,0,0
I cancelled by cbs all access live feeds before jc even said vic won afp  have won imo bitter,1,1,1,0,0,0,0,0,1,0,0
I have hit a lot of irate villa fans lol,1,0,1,0,1,0,0,0,0,0,0
"Bestadvice from a movienight , pickup the phone and start dialing , no1 will knw a startups product service if thy dnt tell the world",0,0,0,0,1,0,1,0,0,0,0
I get so nervous even thinking about talking to ** i wan na die,0,0,0,1,0,0,0,0,0,0,0
"I hope this comes back to haunt you , then maybe you would know just how it felt to be like me at my lowest",1,0,0,1,0,0,0,0,0,0,0
"I like the commercial where , on a chocolate milk bender , steals a soccer ball from some guys and refuses to give it back bully",0,1,0,0,1,0,0,0,0,1,0
"Everywhere i go , the air i breathe in tastes like home ' restless",0,0,0,0,0,0,0,0,1,0,0
Watch this amazing  broadcast by lively musically,0,0,0,0,1,0,0,0,0,0,0
Accept the challenges so that you can feel the exhilaration of victory george s. patton quote yeg,0,0,0,0,1,0,1,0,0,0,1
I rejoice everything time some moron is taken out of the genetics pool,1,0,0,0,1,0,1,0,0,0,0
I am so mad for our clients i am furious lmao,1,0,0,0,0,0,0,0,0,0,0
Just joined pottermore and was sorted into hufflepuff,1,0,1,0,0,0,0,0,0,0,0
Studying the phases of oscillation how jovial,0,1,1,0,0,0,0,1,0,0,0
"Lgbtq media should inform , inspire , entertain andunite our community it should not give platform 2 those whose goal is 2 offend us 4 attention",1,0,1,0,1,0,0,0,0,0,0
Jv girls earn the w vs stonington 2-1 today goals by k waite and s winakor 1 assist relentless,0,0,0,0,1,0,0,0,1,0,0
I just want to start all over again,0,1,0,0,0,0,1,0,1,0,0
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next this life sef,0,0,0,0,1,0,1,0,0,0,0
"I saw her , whose countenance expressed a mighty rivers were monotonous , and her lively conversation took care of the various",0,0,0,0,0,0,0,0,0,0,0
"Lydiaa , we were the only ones that were supposed to know that you make me nervous",0,0,0,1,0,0,0,0,1,0,0
Blackish always has me rollin,1,0,0,0,1,0,0,0,0,0,0
I swear if blocks me i am going to hit her back,1,0,0,0,0,0,0,0,0,0,0
Jersey gloves dark,0,0,0,0,0,0,0,0,0,0,0
"Does this blow your mind as much as it blew mine , or did i just sexually harass someone whoa mindblown huh setback fright madashell",0,0,0,1,1,0,0,0,0,1,0
"Goodafternoon ^^ does not matter whn you start something , as long as you start it today ' Age ' only exists in the mind you are timeless",0,0,0,0,1,0,1,0,0,0,0
"Why bother tweeting poor men is what good does it do if i am unable to be cheery , i go quiet missed you , btw",0,0,0,0,0,0,0,0,1,0,0
Man imagine ultra is promoting carnival i think u need to be the chairperson serious cause am hearing nothing,1,1,1,0,0,0,0,0,1,0,0
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave fume,1,0,1,0,0,0,0,0,0,0,0
"Thanks for getting back to me , exemplary customer service for a loyal customer jk residentadvisor poorservice",1,0,1,0,0,0,0,0,0,0,0
"One chosen by the clp members mp seats are not for people to dole out to their mates , we elect candidates fuming",1,0,1,0,0,0,0,0,1,0,0
Every year i go to universal studios to horror nights as a 3rd wheel lol,0,0,0,1,1,0,0,0,0,0,0
I wonder what would happen if i were a father weary,0,1,0,1,0,0,0,1,1,0,0
A persons opinion does not offend me at all,0,0,0,0,0,0,1,0,0,0,1
Yeah a terror packed terror supported ,1,0,1,1,0,0,0,0,0,0,0
Anger is cheap and politeness is expensive do not expect everybody to be polite thoughtfulthursday politeness,0,0,0,0,0,0,1,0,0,0,0
I was not meaning to offend you i was saying from personal experience kids got placed into these classes and they take advantage,0,0,0,0,0,0,1,0,0,0,0
It is weird because i was discussing sex resentment and confusion in the thing i was writing last night,0,0,1,0,0,0,0,1,1,1,0
For serious intermediaries all required info about project or owner will be mailed,0,0,0,0,1,0,0,0,0,0,0
"That is me all the time i carry ginger candy , peppermint oil and sea-bands at all times anxiety",0,0,0,1,0,0,0,0,0,0,0
"Yo yo yo , my name is darthvader i feel like i need to puff on my inhaler ( i am no rapper but that was some sick bars ) breathless bars rap",0,0,0,0,1,0,0,0,0,0,0
No blues,0,0,0,0,0,0,0,0,0,0,0
Burning the last of,1,1,1,0,0,0,1,0,0,0,0
"Not to worry , he shall flip wisconsin",0,0,0,0,0,0,1,0,0,0,1
Oh yeah squid face god madden 17 xbox1 come see me,0,0,0,0,0,0,0,0,0,0,0
Moment of levity on the b41 ] baby : i want isis give me isis mom : shh baby : i want isis west indian woman : she wants what mom : * Ices*,0,1,0,0,0,0,0,0,0,0,0
Rose incense are the best thing i have ever bought,0,0,0,0,1,0,1,0,0,0,1
How am i supposed to intimidate the freshman if half of them are taller than i am,1,0,0,0,0,0,0,0,0,0,0
Love that jordy revenge,1,0,0,0,1,1,1,0,0,0,0
Shocking,1,0,1,0,0,0,0,0,0,1,0
"Trump was not laughing anyway , his expression never changed , he was smiling because it was a moment of levity , nothing racist",0,0,0,0,0,0,0,0,0,0,0
Second pair of scales i have bought that have stopped working after battery change is this an issue you are aware of unhappy,1,0,0,0,0,0,0,1,1,0,0
Watch this amazing  broadcast by musically,0,1,0,0,1,1,0,0,0,0,0
Sam- yes we have not helpful at all we need this sorting asap you keep promising stuff that does not happen,1,0,1,0,0,0,0,0,0,0,0
They used to laugh at her coz she could not afford a junky now they stare in awe while she is winning,0,1,0,0,1,1,1,0,0,0,0
Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently : l E Aq I W Y,0,0,0,0,0,0,0,0,0,0,0
Someone kik me kikme snap,0,1,0,0,0,0,0,0,0,0,0
An absolutely dire first half and i can not recall a shot on target against accrington stanley,1,0,1,0,0,0,0,0,0,0,0
Thanks for saying my wife and i were getting our iphones today and then losing both of them with no eta thanks angry,1,0,1,0,0,0,0,0,0,0,0
"I so wish you could someday come to spain with the play , i can not believe i am not going to see it",0,0,0,0,1,0,1,0,1,0,0
Revenge,1,0,1,0,0,0,0,0,0,0,0
This girl at my new school is so pretty i am,0,1,0,0,1,1,1,0,0,0,1
Peiyophobilia : ) an advice from do not fear for devil sure shot voice more energetic. Xtremly foot tapping one,0,0,0,1,0,0,1,0,0,0,0
"Haww i think nawaz should have spoken about indian funding to bla in balochistan , kulbhoshan yadhav and how india used ttp for terror",1,0,1,1,0,0,0,0,0,0,0
"Anger that you are willing to take out on people and the world in general , and all police , is worst , most indefensible kind of",1,0,1,0,0,0,0,0,0,0,0
Sister : ( canadian player does something shady ) jonathan toews is frowning and he does not know why worldcupofhockey,1,0,1,0,0,0,0,0,1,0,0
Sorry to burst the bubble but there was never any illusion,0,1,0,0,1,0,1,0,0,0,0
No sober weekend,0,0,0,0,0,0,0,0,1,0,0
Rojo is so bad it is hilarious,0,0,0,0,1,0,1,0,0,0,0
Can we get a shot of lingys face at 1/4 time pretty sure it would be more red then his hair fuming pretendinghesok ruok aflcatsswans,1,0,1,0,0,0,0,0,0,0,0
Summar one more insult from you and you are gone idc if you are my dad,1,0,1,0,0,0,0,0,1,0,0
Pine rider,0,0,0,0,0,0,0,0,0,0,0
So blend the waters lie there shrines and free- the melancholy waters lie no rays from out the dull tide- as if the vine,0,0,0,0,0,0,1,0,0,0,0
You have got quite the cheery young souls fan : ),0,0,0,0,1,1,1,0,0,0,0
"Ya tremble like mr. cooper , yo we hanging",0,0,0,0,0,0,0,0,0,0,0
I fear that if united bottle this my heart would actually collapse from laughter,0,0,0,1,1,0,1,0,0,0,1
"Oh , btw after a 6 month depression-free time i got a relapse now  superb",0,0,0,0,0,0,0,1,1,0,0
Do not be silly she does not want to scare them off,0,0,0,1,1,0,0,0,0,0,0
My favorite insult i get is from straight white men and it is usually 'tall/fat lesbian ' you intimidated bro,1,0,1,0,1,0,0,0,0,0,0
The girl sitting in front of me is chewing her gum like a cow and im ready to snap,1,0,1,0,0,0,0,0,0,0,0
Whenever i am feeling sad i will listen to monsta x and hug my teddy bear and i always feel better,0,0,0,0,1,0,0,1,1,0,0
I am just always too shy,0,0,0,1,0,0,0,1,1,0,0
I like cycling because i get to intimidate people with my powerful calves and horrendous tan lines,0,0,0,0,1,0,0,0,0,0,0
Jelly baby is my favourite insult,0,1,0,0,1,0,1,0,0,0,1
I still can not get jimmy garoppolo out of my head and it is been almost 3 weeks thanks a lot hilarious,0,0,0,0,1,0,0,0,0,0,1
"Jazz the blues is the roots , the rest is the fruits",0,0,0,0,1,0,0,0,0,0,0
"She could sense the anger stirring within him and took his hand in hers * as long as we stay together , we shall both be safe. --",1,0,1,0,0,0,1,0,0,0,0
"I wish i could fast forward 3 months from now , i shall know then where i am at with my girl , my classes , and basketball rn i have pure anxiety",0,0,0,1,0,0,0,0,0,0,0
